gift_id,donor_id,fund_id,campaign_id,gift_date,gift_amount,gift_type
GFT-004978,DNR-00538,FND-007,,2023-10-29,279.88,Stock
GFT-004979,DNR-00907,FND-001,CAM-004,2025-09-30,74.65,Cash
GFT-004980,DNR-00422,FND-003,,2025-09-08,109.38,Cash
GFT-004981,DNR-00824,FND-003,,2023-11-20,28.31,Cash
GFT-004982,DNR-00393,FND-003,CAM-006,2026-02-26,93.61,Pledge Payment
GFT-004983,DNR-01161,FND-003,CAM-005,2023-12-12,59.1,Cash
GFT-004984,DNR-01151,FND-003,CAM-004,2024-03-02,73.98,Cash
GFT-004985,DNR-00418,FND-004,CAM-005,2025-04-22,1962.69,Pledge Payment
GFT-004986,DNR-00938,FND-001,CAM-006,2024-01-02,578.29,Pledge Payment
GFT-004987,DNR-00631,FND-005,,2025-11-13,60.42,Pledge Payment
GFT-004988,DNR-DUP002,FND-005,,2025-10-07,47.25,Cash
GFT-004989,DNR-00423,FND-004,,2023-08-31,99.29,Cash
GFT-004990,DNR-00670,FND-005,,2024-10-29,45.76,Cash
GFT-004991,DNR-00579,FND-006,CAM-004,2024-02-17,243.53,Cash
GFT-004992,DNR-00055,FND-007,,2026-01-06,238.9,Cash
GFT-004993,DNR-00697,FND-008,CAM-001,2023-11-08,72.89,Cash
GFT-004994,DNR-00754,FND-005,CAM-006,2023-07-05,385.38,Cash
GFT-004995,DNR-00557,FND-004,CAM-006,2024-05-28,385.85,Stock
GFT-004996,DNR-00570,FND-004,,2026-05-15,89.48,Cash
GFT-004997,DNR-00155,FND-008,CAM-006,2024-04-26,70.56,Cash
GFT-004998,DNR-00849,FND-008,CAM-006,2024-02-14,118.72,Matching Gift
GFT-004999,DNR-00792,FND-007,CAM-002,2023-07-12,334.06,Pledge Payment
GFT-005000,DNR-00234,FND-006,CAM-006,2024-09-27,1736.28,Stock
GFT-005001,DNR-00211,FND-007,CAM-002,2023-10-15,325.02,Cash
GFT-005002,DNR-01047,FND-002,CAM-003,2024-04-16,55.67,Matching Gift
GFT-005003,DNR-00410,FND-008,,2023-07-04,258.2,Cash
GFT-005004,DNR-00975,FND-001,,2024-02-20,206.06,Stock
GFT-005005,DNR-00612,FND-001,CAM-005,2025-10-22,193.34,Pledge Payment
GFT-005006,DNR-00417,FND-001,CAM-006,2023-10-07,46.96,Cash
GFT-005007,DNR-01061,FND-002,CAM-005,2023-09-03,257.41,Cash
GFT-005008,DNR-00824,FND-003,CAM-006,2024-05-22,177.15,Pledge Payment
GFT-005009,DNR-00850,FND-003,CAM-002,2024-06-04,53.5,Cash
GFT-005010,DNR-01079,FND-006,,2025-03-04,1192.71,Pledge Payment
GFT-005011,DNR-00938,FND-003,CAM-006,2023-08-09,48.47,Cash
GFT-005012,DNR-01187,FND-006,,2026-05-05,296.62,Pledge Payment
GFT-005013,DNR-00565,FND-002,,2026-02-11,155.35,Cash
GFT-005014,DNR-01106,FND-001,CAM-004,2025-11-05,125.33,Pledge Payment
GFT-005015,DNR-00789,FND-002,,2024-02-16,718.48,Cash
GFT-005016,DNR-00832,FND-007,,2026-02-22,496.41,Cash
GFT-005017,DNR-01142,FND-001,CAM-006,2023-08-01,156.01,Matching Gift
GFT-005018,DNR-00035,FND-004,,2024-03-30,77.0,Cash
GFT-005019,DNR-00117,FND-003,CAM-004,2026-01-20,111.3,Pledge Payment
GFT-005020,DNR-00542,FND-005,CAM-002,2024-08-02,134.65,Pledge Payment
GFT-005021,DNR-00668,FND-007,,2024-09-20,506.8,Cash
GFT-005022,DNR-00685,FND-008,,2024-11-30,272.3,Cash
GFT-005023,DNR-00366,FND-001,CAM-002,2023-12-14,527.18,Pledge Payment
GFT-005024,DNR-00611,FND-003,CAM-003,2024-04-18,45.42,Cash
GFT-005025,DNR-00836,FND-001,,2024-09-13,582.89,Stock
GFT-005026,DNR-00457,FND-008,CAM-003,2024-05-15,858.71,Pledge Payment
GFT-005027,DNR-00019,FND-003,CAM-006,2024-11-21,82.3,Pledge Payment
GFT-005028,DNR-01168,FND-008,CAM-004,2024-12-27,435.05,Matching Gift
GFT-005029,DNR-00512,FND-007,CAM-005,2023-10-29,770.94,Pledge Payment
GFT-005030,DNR-00271,FND-005,CAM-001,2023-07-02,100.22,Cash
GFT-005031,DNR-00652,FND-003,CAM-002,2025-08-07,58.41,Matching Gift
GFT-005032,DNR-00721,FND-006,CAM-001,2023-09-25,232.67,Stock
GFT-005033,DNR-00524,FND-002,CAM-006,2025-11-17,27.36,Cash
GFT-005034,DNR-00753,FND-005,,2025-12-17,573.44,Cash
GFT-005035,DNR-00820,FND-005,CAM-006,2024-11-09,72.4,Stock
GFT-005036,DNR-00244,FND-006,CAM-005,2024-04-26,140.04,Matching Gift
GFT-005037,DNR-00510,FND-006,CAM-002,2026-04-16,386.48,Cash
GFT-005038,DNR-00842,FND-003,CAM-001,2025-09-27,331.13,Cash
GFT-005039,DNR-00473,FND-007,,2024-03-17,373.38,Matching Gift
GFT-005040,DNR-00826,FND-008,CAM-006,2025-08-19,81.89,Pledge Payment
GFT-005041,DNR-00582,FND-002,,2025-10-13,255.51,Cash
GFT-005042,DNR-01191,FND-005,CAM-005,2025-08-02,465.96,Cash
GFT-005043,DNR-00277,FND-001,CAM-002,2024-06-21,97.11,Pledge Payment
GFT-005044,DNR-01075,FND-007,,2024-07-15,1315.12,Pledge Payment
GFT-005045,DNR-00842,FND-003,,2024-06-04,146.6,Cash
GFT-005046,DNR-00854,FND-007,,2025-08-25,25.53,Cash
GFT-005047,DNR-01166,FND-007,,2026-01-15,145.78,Pledge Payment
GFT-005048,DNR-00707,FND-007,,2024-07-22,758.0,Stock
GFT-005049,DNR-00442,FND-006,CAM-006,2024-11-19,68.11,Matching Gift
GFT-005050,DNR-00819,FND-008,CAM-005,2026-03-04,63.0,Pledge Payment
GFT-005051,DNR-00384,FND-006,CAM-004,2026-01-09,278.96,Pledge Payment
GFT-005052,DNR-00617,FND-002,CAM-001,2023-07-26,58.09,Stock
GFT-005053,DNR-01076,FND-003,,2024-12-03,55.83,Cash
GFT-005054,DNR-00516,FND-004,,2026-06-06,76.5,Matching Gift
GFT-005055,DNR-00410,FND-004,,2025-05-01,1041.13,Cash
GFT-005056,DNR-00259,FND-007,,2024-05-12,314.58,Cash
GFT-005057,DNR-00010,FND-002,CAM-002,2023-08-30,194.36,Pledge Payment
GFT-005058,DNR-00102,FND-008,CAM-004,2025-03-01,81.35,Cash
GFT-005059,DNR-00138,FND-005,CAM-001,2024-04-26,459.34,Cash
GFT-005060,DNR-00583,FND-002,CAM-001,2023-09-08,352.19,Pledge Payment
GFT-005061,DNR-00243,FND-001,CAM-001,2025-03-07,1143.33,Pledge Payment
GFT-005062,DNR-01178,FND-008,CAM-003,2026-05-23,67.29,Matching Gift
GFT-005063,DNR-01114,FND-008,,2024-05-07,59.5,Cash
GFT-005064,DNR-DUP011,FND-007,CAM-003,2023-09-06,26.16,Cash
GFT-005065,DNR-00609,FND-003,,2025-08-24,323.28,Cash
GFT-005066,DNR-00024,FND-006,,2025-02-27,237.05,Cash
GFT-005067,DNR-01063,FND-003,CAM-001,2023-10-22,120.47,Cash
GFT-005068,DNR-00476,FND-001,CAM-005,2025-05-20,25.7,Cash
GFT-005069,DNR-00877,FND-002,CAM-002,2025-11-20,877.42,Cash
GFT-005070,DNR-00257,FND-001,CAM-003,2025-09-28,223.76,Pledge Payment
GFT-005071,DNR-01094,FND-003,,2025-10-01,674.27,Cash
GFT-005072,DNR-00971,FND-006,CAM-001,2023-12-22,758.4,Cash
GFT-005073,DNR-00919,FND-007,CAM-004,2023-07-06,312.73,Cash
GFT-005074,DNR-01078,FND-007,CAM-003,2024-01-22,368.27,Cash
GFT-005075,DNR-00314,FND-005,,2026-03-10,93.96,Cash
GFT-005076,DNR-00508,FND-005,CAM-005,2025-03-26,204.68,Pledge Payment
GFT-005077,DNR-00247,FND-003,CAM-003,2024-12-09,545.06,Pledge Payment
GFT-005078,DNR-00149,FND-004,CAM-005,2024-10-04,76.72,Cash
GFT-005079,DNR-00829,FND-002,,2025-04-07,499.76,Cash
GFT-005080,DNR-01017,FND-008,CAM-005,2023-10-15,462.46,Cash
GFT-005081,DNR-00348,FND-002,CAM-005,2024-08-06,448.22,Pledge Payment
GFT-005082,DNR-00128,FND-004,CAM-004,2025-06-16,189.75,Cash
GFT-005083,DNR-01179,FND-003,,2023-12-24,82.58,Pledge Payment
GFT-005084,DNR-00684,FND-002,CAM-001,2024-04-26,1305.02,Pledge Payment
GFT-005085,DNR-00992,FND-004,CAM-001,2026-05-22,810.06,Pledge Payment
GFT-005086,DNR-00083,FND-004,CAM-002,2026-01-27,194.66,Pledge Payment
GFT-005087,DNR-00602,FND-005,CAM-002,2024-07-11,237.47,Matching Gift
GFT-005088,DNR-00587,FND-001,CAM-002,2026-01-04,136.91,Cash
GFT-005089,DNR-00884,FND-001,CAM-005,2026-04-06,27.8,Pledge Payment
GFT-005090,DNR-00852,FND-003,CAM-001,2026-06-29,165.43,Pledge Payment
GFT-005091,DNR-00135,FND-001,CAM-005,2025-04-06,315.7,Cash
GFT-005092,DNR-00659,FND-002,,2025-10-24,99.94,Cash
GFT-005093,DNR-00070,FND-006,,2026-02-20,129.7,Pledge Payment
GFT-005094,DNR-00490,FND-003,CAM-006,2026-03-16,128.48,Pledge Payment
GFT-005095,DNR-00161,FND-005,CAM-003,2025-06-10,207.66,Pledge Payment
GFT-005096,DNR-00395,FND-005,,2025-08-24,142.82,Cash
GFT-005097,DNR-01144,FND-006,CAM-006,2023-11-28,72.88,Matching Gift
GFT-005098,DNR-00706,FND-006,CAM-006,2023-07-03,206.9,Matching Gift
GFT-005099,DNR-00196,FND-006,CAM-005,2023-12-09,297.64,Stock
GFT-005100,DNR-00556,FND-007,CAM-003,2024-12-15,228.3,Stock
GFT-005101,DNR-00240,FND-007,,2024-11-21,25.81,Cash
GFT-005102,DNR-00969,FND-001,,2026-04-03,365.24,Cash
GFT-005103,DNR-00024,FND-004,,2025-02-03,53.79,Cash
GFT-005104,DNR-00654,FND-005,,2025-03-29,292.04,Cash
GFT-005105,DNR-00038,FND-004,CAM-006,2025-01-16,306.69,Matching Gift
GFT-005106,DNR-00365,FND-002,CAM-006,2024-05-02,37.2,Pledge Payment
GFT-005107,DNR-00429,FND-007,CAM-004,2023-08-19,480.17,Cash
GFT-005108,DNR-00082,FND-004,CAM-006,2024-05-24,1286.72,Cash
GFT-005109,DNR-01115,FND-007,CAM-002,2025-07-31,133.76,Cash
GFT-005110,DNR-00911,FND-001,,2023-08-13,292.11,Pledge Payment
GFT-005111,DNR-00659,FND-003,CAM-003,2025-09-10,111.61,Cash
GFT-005112,DNR-00783,FND-005,CAM-004,2024-01-02,53.09,Cash
GFT-005113,DNR-00418,FND-004,CAM-003,2024-08-27,537.35,Cash
GFT-005114,DNR-00271,FND-004,,2025-11-02,300.4,Stock
GFT-005115,DNR-00960,FND-005,CAM-002,2024-07-23,88.01,Cash
GFT-005116,DNR-01031,FND-001,CAM-004,2023-08-12,55.36,Pledge Payment
GFT-005117,DNR-00088,FND-008,,2026-03-25,1385.1,Pledge Payment
GFT-005118,DNR-00085,FND-002,,2024-06-09,43.02,Cash
GFT-005119,DNR-00456,FND-002,,2025-01-28,350.37,Cash
GFT-005120,DNR-00298,FND-007,CAM-004,2024-08-12,219.91,Cash
GFT-005121,DNR-00198,FND-006,CAM-006,2024-01-22,422.87,Cash
GFT-005122,DNR-01134,FND-006,CAM-006,2025-01-15,950.29,Cash
GFT-005123,DNR-00703,FND-003,CAM-004,2023-10-05,12.13,Cash
GFT-005124,DNR-00382,FND-002,,2024-11-05,61.63,Matching Gift
GFT-005125,DNR-00067,FND-005,CAM-005,2025-10-03,159.97,Pledge Payment
GFT-005126,DNR-00301,FND-001,CAM-003,2024-05-21,1052.62,Stock
GFT-005127,DNR-00964,FND-001,CAM-005,2024-10-05,116.73,Cash
GFT-005128,DNR-00559,FND-006,CAM-002,2026-03-04,95.44,Pledge Payment
GFT-005129,DNR-00984,FND-001,CAM-006,2025-02-26,17.94,Cash
GFT-005130,DNR-00403,FND-002,CAM-005,2024-04-07,86.41,Cash
GFT-005131,DNR-00593,FND-007,,2023-11-08,336.7,Stock
GFT-005132,DNR-00500,FND-005,CAM-004,2025-05-25,161.07,Cash
GFT-005133,DNR-00794,FND-007,,2026-03-22,84.26,Pledge Payment
GFT-005134,DNR-00369,FND-004,CAM-003,2025-10-12,1408.98,Cash
GFT-005135,DNR-00006,FND-006,CAM-001,2025-08-08,133.04,Stock
GFT-005136,DNR-00283,FND-007,,2023-07-28,207.63,Stock
GFT-005137,DNR-00617,FND-001,,2026-06-29,79.17,Cash
GFT-005138,DNR-00996,FND-008,,2025-08-04,52.71,Pledge Payment
GFT-005139,DNR-00796,FND-007,,2024-09-15,391.17,Cash
GFT-005140,DNR-00107,FND-007,CAM-001,2025-05-08,30.93,Cash
GFT-005141,DNR-00812,FND-007,CAM-001,2023-09-24,304.93,Cash
GFT-005142,DNR-00018,FND-006,,2025-12-05,9.07,Pledge Payment
GFT-005143,DNR-01088,FND-002,CAM-004,2024-03-21,258.99,Matching Gift
GFT-005144,DNR-00017,FND-002,,2024-12-26,57.98,Cash
GFT-005145,DNR-DUP001,FND-001,,2024-09-16,70.74,Cash
GFT-005146,DNR-00121,FND-004,,2024-06-02,134.16,Cash
GFT-005147,DNR-00748,FND-003,,2024-04-19,48.78,Cash
GFT-005148,DNR-00695,FND-003,CAM-001,2024-12-19,24.13,Pledge Payment
GFT-005149,DNR-00760,FND-008,CAM-003,2026-01-28,148.93,Cash
GFT-005150,DNR-00230,FND-003,CAM-004,2024-10-16,414.96,Cash
GFT-005151,DNR-00102,FND-007,,2023-09-24,232.49,Cash
GFT-005152,DNR-00950,FND-006,CAM-005,2024-03-29,620.0,Cash
GFT-005153,DNR-00659,FND-005,CAM-002,2025-02-24,26.96,Matching Gift
GFT-005154,DNR-00090,FND-006,CAM-002,2024-04-06,117.62,Stock
GFT-005155,DNR-00585,FND-006,CAM-001,2025-01-27,188.22,Cash
GFT-005156,DNR-00186,FND-002,CAM-006,2026-05-18,70.8,Cash
GFT-005157,DNR-01150,FND-002,CAM-006,2023-08-03,197.31,Cash
GFT-005158,DNR-00713,FND-006,CAM-006,2025-09-05,578.98,Cash
GFT-005159,DNR-00581,FND-005,CAM-003,2024-09-05,315.07,Cash
GFT-005160,DNR-00832,FND-003,,2025-09-23,687.66,Cash
GFT-005161,DNR-00306,FND-002,CAM-005,2025-07-29,247.51,Cash
GFT-005162,DNR-00108,FND-006,CAM-004,2026-04-09,162.02,Cash
GFT-005163,DNR-00025,FND-004,CAM-004,2025-08-17,964.17,Cash
GFT-005164,DNR-00861,FND-003,CAM-002,2024-01-27,206.09,Cash
GFT-005165,DNR-00063,FND-008,,2025-11-13,1270.17,Pledge Payment
GFT-005166,DNR-00920,FND-003,CAM-004,2025-02-26,493.22,Stock
GFT-005167,DNR-00033,FND-003,CAM-001,2025-10-09,87.6,Matching Gift
GFT-005168,DNR-00129,FND-006,CAM-006,2025-06-23,145.38,Cash
GFT-005169,DNR-00056,FND-002,CAM-003,2025-07-17,953.19,Cash
GFT-005170,DNR-00009,FND-002,CAM-005,2024-08-11,620.28,Cash
GFT-005171,DNR-00185,FND-007,CAM-005,2024-10-14,407.66,Pledge Payment
GFT-005172,DNR-00648,FND-007,,2024-01-09,358.08,Cash
GFT-005173,DNR-01079,FND-008,,2025-06-10,44.49,Matching Gift
GFT-005174,DNR-00265,FND-003,CAM-002,2025-08-03,55.06,Pledge Payment
GFT-005175,DNR-00154,FND-004,CAM-001,2025-03-10,234.38,Cash
GFT-005176,DNR-00630,FND-008,CAM-002,2025-04-29,1860.28,Matching Gift
GFT-005177,DNR-00769,FND-005,CAM-003,2023-10-24,72.25,Cash
GFT-005178,DNR-00199,FND-006,CAM-005,2024-09-10,135.31,Stock
GFT-005179,DNR-00654,FND-008,,2023-10-20,125.45,Cash
GFT-005180,DNR-01075,FND-007,CAM-004,2023-12-11,337.71,Stock
GFT-005181,DNR-00829,FND-004,CAM-004,2025-03-07,244.64,Pledge Payment
GFT-005182,DNR-00796,FND-002,CAM-006,2025-05-07,563.11,Stock
GFT-005183,DNR-00399,FND-006,CAM-005,2024-10-24,249.86,Pledge Payment
GFT-005184,DNR-01146,FND-008,CAM-004,2024-12-22,229.41,Matching Gift
GFT-005185,DNR-00767,FND-008,,2023-07-15,181.15,Cash
GFT-005186,DNR-00498,FND-008,CAM-005,2024-07-15,676.07,Pledge Payment
GFT-005187,DNR-01111,FND-005,CAM-001,2023-12-29,183.28,Stock
GFT-005188,DNR-00206,FND-003,,2023-07-13,84.98,Cash
GFT-005189,DNR-00738,FND-007,CAM-005,2023-08-22,378.56,Cash
GFT-005190,DNR-00445,FND-004,,2024-11-07,160.24,Cash
GFT-005191,DNR-00436,FND-003,CAM-001,2026-03-08,485.97,Pledge Payment
GFT-005192,DNR-00593,FND-005,,2025-10-07,8.9,Stock
GFT-005193,DNR-01149,FND-003,CAM-003,2024-07-16,771.08,Cash
GFT-005194,DNR-00336,FND-007,CAM-005,2024-11-03,145.7,Cash
GFT-005195,DNR-00383,FND-005,,2025-08-09,736.65,Pledge Payment
GFT-005196,DNR-00970,FND-004,,2025-12-16,501.29,Cash
GFT-005197,DNR-01096,FND-006,,2024-10-01,100.87,Cash
GFT-005198,DNR-00280,FND-004,,2023-10-04,73.61,Pledge Payment
GFT-005199,DNR-01179,FND-002,CAM-002,2023-08-14,67.82,Cash
GFT-005200,DNR-00134,FND-007,CAM-001,2023-07-01,53.82,Cash
GFT-005201,DNR-00359,FND-005,CAM-002,2024-10-09,650.44,Pledge Payment
GFT-005202,DNR-00436,FND-005,CAM-005,2024-04-09,147.91,Cash
GFT-005203,DNR-DUP010,FND-003,,2023-11-22,1157.79,Matching Gift
GFT-005204,DNR-00679,FND-006,,2026-03-16,89.04,Stock
GFT-005205,DNR-00551,FND-006,,2025-05-03,107.08,Cash
GFT-005206,DNR-00118,FND-008,CAM-003,2025-09-04,319.65,Cash
GFT-005207,DNR-01165,FND-002,CAM-001,2025-12-10,1079.29,Pledge Payment
GFT-005208,DNR-00255,FND-001,,2024-09-25,102.33,Cash
GFT-005209,DNR-00583,FND-004,CAM-001,2025-09-13,436.58,Stock
GFT-005210,DNR-00378,FND-007,,2024-05-12,182.5,Cash
GFT-005211,DNR-01010,FND-008,CAM-005,2024-03-19,324.03,Cash
GFT-005212,DNR-00448,FND-004,,2026-02-11,77.85,Cash
GFT-005213,DNR-01037,FND-001,CAM-004,2025-10-26,385.48,Matching Gift
GFT-005214,DNR-00612,FND-008,,2025-09-30,135.85,Cash
GFT-005215,DNR-00008,FND-004,CAM-006,2025-12-24,112.25,Matching Gift
GFT-005216,DNR-00108,FND-004,CAM-004,2025-07-10,174.83,Cash
GFT-005217,DNR-00687,FND-006,,2023-09-09,347.3,Pledge Payment
GFT-005218,DNR-00624,FND-003,CAM-002,2026-04-27,152.62,Stock
GFT-005219,DNR-00077,FND-008,CAM-002,2023-12-21,113.38,Matching Gift
GFT-005220,DNR-00271,FND-008,CAM-002,2023-10-18,158.03,Cash
GFT-005221,DNR-00890,FND-008,CAM-003,2023-08-07,154.0,Cash
GFT-005222,DNR-00343,FND-007,CAM-005,2026-05-02,316.01,Pledge Payment
GFT-005223,DNR-00283,FND-006,,2025-11-07,121.06,Pledge Payment
GFT-005224,DNR-00328,FND-001,,2025-11-27,117.98,Pledge Payment
GFT-005225,DNR-00830,FND-004,CAM-006,2024-11-13,78.52,Matching Gift
GFT-005226,DNR-00827,FND-005,CAM-004,2025-06-30,339.69,Pledge Payment
GFT-005227,DNR-00580,FND-008,CAM-002,2023-11-23,210.83,Cash
GFT-005228,DNR-00995,FND-004,,2025-04-06,670.89,Matching Gift
GFT-005229,DNR-00446,FND-008,CAM-006,2026-06-05,570.44,Matching Gift
GFT-005230,DNR-00159,FND-005,CAM-006,2025-01-19,234.3,Pledge Payment
GFT-005231,DNR-00071,FND-006,CAM-003,2025-11-22,163.54,Cash
GFT-005232,DNR-00578,FND-004,,2023-07-30,183.12,Cash
GFT-005233,DNR-00894,FND-005,CAM-001,2025-10-31,95.07,Cash
GFT-005234,DNR-00270,FND-004,CAM-002,2024-03-18,79.34,Cash
GFT-005235,DNR-00208,FND-003,,2025-08-19,68.88,Cash
GFT-005236,DNR-01123,FND-002,,2024-05-17,149.65,Pledge Payment
GFT-005237,DNR-00591,FND-006,CAM-001,2025-05-05,13.58,Pledge Payment
GFT-005238,DNR-00034,FND-001,,2024-11-27,1024.59,Stock
GFT-005239,DNR-00923,FND-007,,2024-07-08,1477.7,Matching Gift
GFT-005240,DNR-00396,FND-005,CAM-005,2024-04-07,61.86,Stock
GFT-005241,DNR-00354,FND-003,CAM-003,2025-03-06,1445.76,Cash
GFT-005242,DNR-00945,FND-008,,2025-09-22,62.69,Pledge Payment
GFT-005243,DNR-01027,FND-003,,2026-05-17,184.23,Matching Gift
GFT-005244,DNR-00923,FND-008,,2024-08-23,277.21,Cash
GFT-005245,DNR-01120,FND-005,,2025-05-06,202.13,Cash
GFT-005246,DNR-01070,FND-001,CAM-004,2025-09-02,102.04,Cash
GFT-005247,DNR-00410,FND-005,CAM-003,2023-12-05,97.17,Pledge Payment
GFT-005248,DNR-00627,FND-008,CAM-006,2025-09-28,442.31,Cash
GFT-005249,DNR-00802,FND-001,CAM-003,2025-01-06,695.74,Pledge Payment
GFT-005250,DNR-00878,FND-008,CAM-002,2026-05-21,28.92,Pledge Payment
GFT-005251,DNR-00395,FND-004,,2025-08-31,239.18,Cash
GFT-005252,DNR-00316,FND-004,CAM-004,2025-12-27,350.37,Stock
GFT-005253,DNR-00104,FND-001,,2024-03-01,221.52,Matching Gift
GFT-005254,DNR-00172,FND-007,CAM-004,2025-11-01,42.71,Pledge Payment
GFT-005255,DNR-00016,FND-002,CAM-004,2024-03-28,319.83,Stock
GFT-005256,DNR-00730,FND-006,CAM-005,2025-04-21,585.21,Matching Gift
GFT-005257,DNR-00833,FND-005,CAM-003,2026-05-03,77.3,Cash
GFT-005258,DNR-01071,FND-007,CAM-003,2026-04-18,100.9,Pledge Payment
GFT-005259,DNR-00735,FND-008,CAM-003,2025-05-02,225.89,Pledge Payment
GFT-005260,DNR-00353,FND-005,CAM-005,2024-01-21,168.39,Cash
GFT-005261,DNR-00563,FND-001,,2025-11-29,101.45,Cash
GFT-005262,DNR-00792,FND-008,CAM-003,2023-10-16,52.46,Cash
GFT-005263,DNR-00850,FND-003,CAM-002,2026-06-02,110.41,Cash
GFT-005264,DNR-00732,FND-002,CAM-004,2023-10-26,20.05,Cash
GFT-005265,DNR-00723,FND-005,CAM-003,2025-08-22,357.51,Pledge Payment
GFT-005266,DNR-00316,FND-003,CAM-002,2024-02-04,86.42,Pledge Payment
GFT-005267,DNR-00533,FND-002,CAM-006,2025-03-11,428.07,Matching Gift
GFT-005268,DNR-00607,FND-001,,2026-02-22,143.03,Cash
GFT-005269,DNR-00413,FND-007,CAM-006,2024-08-17,211.71,Cash
GFT-005270,DNR-00035,FND-004,CAM-003,2025-11-19,33.87,Cash
GFT-005271,DNR-00086,FND-002,CAM-005,2026-02-17,389.07,Cash
GFT-005272,DNR-00503,FND-007,CAM-001,2023-08-10,3071.83,Cash
GFT-005273,DNR-00611,FND-005,,2023-10-02,121.83,Cash
GFT-005274,DNR-01050,FND-007,,2024-09-07,207.42,Pledge Payment
GFT-005275,DNR-00093,FND-006,,2024-06-20,237.42,Pledge Payment
GFT-005276,DNR-00458,FND-001,CAM-002,2026-06-30,46.21,Cash
GFT-005277,DNR-00436,FND-005,,2023-11-19,59.31,Pledge Payment
GFT-005278,DNR-00136,FND-008,CAM-005,2025-12-04,327.68,Cash
GFT-005279,DNR-00277,FND-005,CAM-003,2026-03-24,77.35,Cash
GFT-005280,DNR-01138,FND-005,,2024-05-09,141.74,Pledge Payment
GFT-005281,DNR-00743,FND-007,CAM-002,2024-09-02,212.25,Pledge Payment
GFT-005282,DNR-00027,FND-005,CAM-003,2026-06-13,341.34,Pledge Payment
GFT-005283,DNR-00951,FND-004,CAM-003,2023-09-25,150.06,Matching Gift
GFT-005284,DNR-01008,FND-005,CAM-006,2025-08-12,154.27,Cash
GFT-005285,DNR-01174,FND-006,CAM-005,2023-07-30,2401.91,Cash
GFT-005286,DNR-01174,FND-005,,2024-09-29,515.37,Cash
GFT-005287,DNR-01198,FND-001,,2025-05-20,125.38,Cash
GFT-005288,DNR-00003,FND-003,CAM-002,2025-12-02,156.2,Cash
GFT-005289,DNR-00302,FND-001,CAM-001,2025-01-04,1329.7,Cash
GFT-005290,DNR-00725,FND-003,CAM-003,2024-01-01,342.74,Cash
GFT-005291,DNR-00575,FND-001,CAM-005,2026-06-01,601.0,Cash
GFT-005292,DNR-00640,FND-003,,2024-07-26,122.09,Pledge Payment
GFT-005293,DNR-00198,FND-008,CAM-005,2024-10-08,108.06,Cash
GFT-005294,DNR-00586,FND-007,CAM-005,2026-02-19,942.37,Cash
GFT-005295,DNR-00749,FND-002,CAM-002,2025-07-12,169.08,Cash
GFT-005296,DNR-01052,FND-007,CAM-002,2023-11-14,166.26,Stock
GFT-005297,DNR-00326,FND-004,,2026-06-05,114.01,Cash
GFT-005298,DNR-01070,FND-003,CAM-003,2026-04-21,572.24,Pledge Payment
GFT-005299,DNR-00812,FND-005,,2026-05-30,645.8,Matching Gift
GFT-005300,DNR-00326,FND-004,CAM-001,2025-11-07,224.31,Cash
GFT-005301,DNR-00880,FND-001,CAM-003,2024-06-09,55.83,Cash
GFT-005302,DNR-00574,FND-003,CAM-005,2025-08-10,101.45,Cash
GFT-005303,DNR-00985,FND-005,CAM-006,2025-11-07,734.85,Cash
GFT-005304,DNR-00203,FND-008,CAM-001,2024-09-02,230.25,Matching Gift
GFT-005305,DNR-00787,FND-007,,2023-07-06,579.36,Cash
GFT-005306,DNR-00178,FND-006,,2024-09-10,280.7,Stock
GFT-005307,DNR-00185,FND-008,CAM-006,2026-06-19,63.44,Cash
GFT-005308,DNR-00307,FND-005,,2026-04-21,316.59,Matching Gift
GFT-005309,DNR-00741,FND-006,CAM-002,2025-08-20,173.43,Cash
GFT-005310,DNR-01124,FND-001,CAM-004,2025-10-26,104.36,Pledge Payment
GFT-005311,DNR-00483,FND-003,CAM-005,2024-05-08,113.89,Cash
GFT-005312,DNR-00451,FND-008,,2024-04-21,561.43,Matching Gift
GFT-005313,DNR-01030,FND-001,,2026-01-08,238.91,Cash
GFT-005314,DNR-00467,FND-008,,2024-06-15,220.82,Cash
GFT-005315,DNR-00878,FND-006,CAM-002,2023-09-12,1072.96,Cash
GFT-005316,DNR-00114,FND-005,CAM-005,2026-01-03,87.77,Cash
GFT-005317,DNR-01190,FND-006,CAM-002,2025-12-31,164.73,Stock
GFT-005318,DNR-00912,FND-007,CAM-005,2023-11-22,95.45,Cash
GFT-005319,DNR-00643,FND-004,CAM-006,2025-04-03,309.64,Cash
GFT-005320,DNR-01116,FND-001,CAM-005,2023-12-06,225.21,Pledge Payment
GFT-005321,DNR-00948,FND-002,CAM-003,2024-09-03,124.66,Cash
GFT-005322,DNR-00657,FND-008,,2023-11-10,141.42,Pledge Payment
GFT-005323,DNR-00757,FND-007,,2025-03-11,496.32,Cash
GFT-005324,DNR-01127,FND-004,CAM-006,2025-10-07,668.51,Cash
GFT-005325,DNR-01128,FND-008,CAM-004,2024-12-21,100.98,Pledge Payment
GFT-005326,DNR-01076,FND-001,,2024-08-24,3280.09,Cash
GFT-005327,DNR-00981,FND-007,,2023-08-04,45.0,Cash
GFT-005328,DNR-00488,FND-007,,2024-05-05,61.03,Cash
